,Association,Dx Name,Mx Name,Prevalence,Import,LR (+),LR (-)
421,"352, 519",PANCREATITIS CHRONIC,BONE MARROW BIOPSY FAT NECROSIS,0.001,4,111.00000000000114,0.9008115419296664
422,"352, 574",PANCREATITIS CHRONIC,BONE XRAY LONG BONE <S> CORTICAL EROSION <S>,0.001,3,10.090909090909195,0.9909820542880332
423,"352, 576",PANCREATITIS CHRONIC,BONE XRAY OSTEOLYTIC LESION <S>,0.001,4,10.090909090909195,0.9909820542880332
424,"352, 1180",PANCREATITIS CHRONIC,DUODENUM BARIUM MEAL LOOP ENLARGED,0.001,3,111.00000000000114,0.9008115419296664
425,"352, 1181",PANCREATITIS CHRONIC,DUODENUM BARIUM MEAL MUCOSAL FOLDS THICK FLAT IRREGULAR,0.001,3,111.00000000000114,0.9008115419296664
426,"352, 1577",PANCREATITIS CHRONIC,GALLBLADDER ORAL CHOLECYSTOGRAPHY NON VISUALIZED,0.001,3,10.090909090909081,0.9090081892629663
427,"352, 1916",PANCREATITIS CHRONIC,HIP <S> XRAY FEMORAL HEAD ASEPTIC NECROSIS,0.001,3,10.090909090909195,0.9909820542880332
428,"352, 2069",PANCREATITIS CHRONIC,JOINT <S> XRAY PERIARTICULAR OSTEOPOROSIS,0.001,2,10.090909090909195,0.9909820542880332
429,"352, 2097",PANCREATITIS CHRONIC,JOINT FLUID NEUTROPHIL <S> PREDOMINANT,0.001,4,10.090909090909195,0.9909820542880332
430,"352, 2098",PANCREATITIS CHRONIC,JOINT FLUID OBTAINED BY ASPIRATION,0.001,1,,
431,"352, 2106",PANCREATITIS CHRONIC,JOINT FLUID WBC 3000 TO 20000,0.001,4,10.090909090909195,0.9909820542880332
432,"352, 2108",PANCREATITIS CHRONIC,JOINT FLUID WBC LESS THAN 3000,0.001,3,10.090909090909195,0.9909820542880332
433,"352, 2363",PANCREATITIS CHRONIC,LIPASE SERUM INCREASED,0.001,3,111.00000000000114,0.9008115419296664
434,"352, 2807",PANCREATITIS CHRONIC,PANCREAS COMPUTERIZED TOMOGRAPHY ENLARGEMENT DIFFUSE,0.001,4,111.00000000000114,0.9008115419296664
435,"352, 2808",PANCREATITIS CHRONIC,PANCREAS COMPUTERIZED TOMOGRAPHY ENLARGEMENT LOCALIZED TO BODY AND/OR TAIL,0.001,4,111.00000000000114,0.9008115419296664
436,"352, 2809",PANCREATITIS CHRONIC,PANCREAS COMPUTERIZED TOMOGRAPHY ENLARGEMENT LOCALIZED TO HEAD,0.001,4,111.00000000000114,0.9008115419296664
437,"352, 2814",PANCREATITIS CHRONIC,PANCREAS ULTRASONOGRAPHY ENLARGEMENT DIFFUSE,0.001,4,111.00000000000114,0.9008115419296664
438,"352, 2815",PANCREATITIS CHRONIC,PANCREAS ULTRASONOGRAPHY ENLARGEMENT LOCALIZED TO BODY AND/OR TAIL,0.001,4,111.00000000000114,0.9008115419296664
439,"352, 2816",PANCREATITIS CHRONIC,PANCREAS ULTRASONOGRAPHY ENLARGEMENT LOCALIZED TO HEAD,0.001,4,111.00000000000114,0.9008115419296664
440,"352, 3316",PANCREATITIS CHRONIC,SHOULDER XRAY HUMERUS ASEPTIC NECROSIS HEAD,0.001,4,10.090909090909195,0.9909820542880332
441,"352, 3349",PANCREATITIS CHRONIC,SKIN BIOPSY FAT NECROSIS,0.001,4,10.090909090909195,0.9909820542880332
442,"352, 3361",PANCREATITIS CHRONIC,SKIN BIOPSY SUBCUTANEOUS FAT LOBULAR INFLAMMATION <INTRALOBULAR>,0.001,3,10.090909090909195,0.9909820542880332
443,"352, 3902",PANCREATITIS CHRONIC,TRIGLYCERIDE <S> SERUM INCREASED,0.001,2,10.090909090909081,0.9090081892629663
444,"352, 935",PANCREATITIS CHRONIC,CHOLANGIOGRAPHY COMMON DUCT IRREGULAR NARROWING DISTAL,0.001,5,10.090909090909195,0.9909820542880332
445,"352, 3748",PANCREATITIS CHRONIC,SYNOVIUM BIOPSY CHRONIC INFLAMMATION,0.001,3,10.090909090909195,0.9909820542880332
446,"352, 1280",PANCREATITIS CHRONIC,EMACIATION,0.001,3,,
447,"352, 205",PANCREATITIS CHRONIC,ALBUMIN SERUM LESS THAN 3 GRAM <S> PER DL,0.001,3,10.090909090909081,0.9090081892629663
448,"352, 952",PANCREATITIS CHRONIC,CHOLESTEROL SERUM DECREASED,0.001,3,10.090909090909081,0.9090081892629663
449,"352, 1032",PANCREATITIS CHRONIC,CONTRACEPTIVE ORAL ADMINISTRATION PRIOR TO CURRENT ILLNESS HX,0.001,2,,
450,"352, 1144",PANCREATITIS CHRONIC,DEPRESSION HX,0.001,3,10.090909090909081,0.9090081892629663
451,"352, 1351",PANCREATITIS CHRONIC,ESTROGEN ADMINISTRATION PRIOR TO CURRENT ILLNESS HX,0.001,2,10.090909090909195,0.9909820542880332
452,"352, 190",PANCREATITIS CHRONIC,AFFECT DEPRESSED,0.001,2,,
453,"352, 1152",PANCREATITIS CHRONIC,DIARRHEA CHRONIC,0.001,3,10.090909090909081,0.9090081892629663
454,"352, 1534",PANCREATITIS CHRONIC,FEVER INTERMITTENT,0.001,3,10.090909090909195,0.9909820542880332
455,"352, 3615",PANCREATITIS CHRONIC,SPLENOMEGALY MODERATE,0.001,4,10.090909090909081,0.9090081892629663
456,"352, 3616",PANCREATITIS CHRONIC,SPLENOMEGALY PRESENT,0.001,2,10.090909090909081,0.9090081892629663
457,"352, 3617",PANCREATITIS CHRONIC,SPLENOMEGALY SLIGHT,0.001,3,10.090909090909195,0.9909820542880332
458,"352, 1518",PANCREATITIS CHRONIC,FECES MEAT FIBER <S> INCREASED,0.001,2,111.00000000000114,0.9008115419296664
459,"352, 143",PANCREATITIS CHRONIC,ABDOMEN XRAY CALCIFICATION PANCREAS,0.001,4,8991.000000003194,0.500027807129748
460,"352, 2813",PANCREATITIS CHRONIC,PANCREAS ULTRASONOGRAPHY DIFFUSE IRREGULAR ENLARGEMENT,0.001,4,2996.9999999990705,0.500083430669114
461,"352, 236",PANCREATITIS CHRONIC,AMYLASE SERUM INCREASED AFTER SECRETIN,0.001,4,8991.000000003194,0.500027807129748
462,"352, 786",PANCREATITIS CHRONIC,CELIAC ANGIOGRAPHY PANCREAS ARTERY <IES> IRREGULAR NARROWING,0.001,4,111.00000000000114,0.9008115419296664
463,"352, 790",PANCREATITIS CHRONIC,CELIAC ANGIOGRAPHY SPLENIC VEIN OCCLUSION,0.001,4,111.00000000000114,0.9900891972249752
464,"352, 2819",PANCREATITIS CHRONIC,PANCREATOGRAPHY RETROGRADE DUCT <S> CALCULI,0.001,3,2996.999999997076,0.9000300310320665
465,"352, 2820",PANCREATITIS CHRONIC,PANCREATOGRAPHY RETROGRADE DUCT <S> DIFFUSE DILATATION WITHOUT OBSTRUCTION,0.001,4,2996.999999997076,0.9000300310320665
466,"352, 2821",PANCREATITIS CHRONIC,PANCREATOGRAPHY RETROGRADE DUCT <S> DIFFUSE NARROWING,0.001,3,2996.999999997076,0.9000300310320665
467,"352, 2822",PANCREATITIS CHRONIC,PANCREATOGRAPHY RETROGRADE DUCT <S> MULTIPLE AREA <S> OF STENOSIS AND DILATATION,0.001,4,2996.9999999990705,0.500083430669114
468,"352, 2823",PANCREATITIS CHRONIC,PANCREATOGRAPHY RETROGRADE DUCT <S> MULTIPLE CYSTIC AREA <S>,0.001,4,2996.999999997076,0.9000300310320665
469,"352, 2824",PANCREATITIS CHRONIC,PANCREATOGRAPHY RETROGRADE MAIN DUCT OR BRANCH <ES> COMPLETE OBSTRUCTION,0.001,3,111.00000000000114,0.9008115419296664
470,"352, 2825",PANCREATITIS CHRONIC,PANCREATOGRAPHY RETROGRADE MAIN DUCT OR BRANCH <ES> SINGLE AREA OF STENOSIS WITH PROXIMAL DILATATION,0.001,4,111.00000000000114,0.9008115419296664
471,"352, 3285",PANCREATITIS CHRONIC,SECRETIN TEST FOR EXOCRINE PANCREATIC SECRETION POSITIVE,0.001,4,8991.000000003194,0.25002085592725454
472,"441, 59",PYLORIC OBSTRUCTION,ABDOMEN PAIN EPIGASTRIUM RECURRENT ATTACK <S> HX,1e-05,2,1010.0909090909007,0.5002476250506506
473,"441, 198",PYLORIC OBSTRUCTION,AGE 16 TO 25,1e-05,3,,
474,"441, 199",PYLORIC OBSTRUCTION,AGE 26 TO 55,1e-05,3,,
475,"441, 200",PYLORIC OBSTRUCTION,AGE GTR THAN 55,1e-05,3,,
476,"441, 3304",PYLORIC OBSTRUCTION,SEX FEMALE,1e-05,3,,
477,"441, 3305",PYLORIC OBSTRUCTION,SEX MALE,1e-05,3,,
478,"441, 3916",PYLORIC OBSTRUCTION,ULCER PEPTIC HX,1e-05,2,1010.0909090909007,0.5002476250506506
479,"441, 4061",PYLORIC OBSTRUCTION,WEIGHT LOSS GTR THAN 10 PERCENT,1e-05,3,,
480,"441, 56",PYLORIC OBSTRUCTION,ABDOMEN PAIN CHRONIC,1e-05,3,1010.0909090909762,0.250185764788003
481,"441, 58",PYLORIC OBSTRUCTION,ABDOMEN PAIN EPIGASTRIUM,1e-05,3,1010.0909090909762,0.250185764788003
482,"441, 75",PYLORIC OBSTRUCTION,ABDOMEN PAIN NON COLICKY,1e-05,3,1010.0909090909007,0.5002476250506506
483,"441, 78",PYLORIC OBSTRUCTION,ABDOMEN PAIN PRESENT,1e-05,2,,
484,"441, 85",PYLORIC OBSTRUCTION,ABDOMEN PAIN RELIEVED BY FASTING,1e-05,2,1010.0909090906741,0.9000891097129587
485,"441, 248",PYLORIC OBSTRUCTION,ANOREXIA,1e-05,1,,
486,"441, 4022",PYLORIC OBSTRUCTION,VOMITING RECENT,1e-05,2,,
487,"441, 102",PYLORIC OBSTRUCTION,ABDOMEN TENDERNESS EPIGASTRIUM <NON HEPATIC>,1e-05,3,1010.0909090906741,0.9000891097129587
488,"441, 108",PYLORIC OBSTRUCTION,ABDOMEN TENDERNESS PRESENT,1e-05,2,,
489,"441, 63",PYLORIC OBSTRUCTION,ABDOMEN PAIN EPIGASTRIUM UNRELIEVED BY ANTACID,1e-05,3,1010.0909090909762,0.250185764788003
490,"441, 68",PYLORIC OBSTRUCTION,ABDOMEN PAIN EXACERBATION WITH FOOD,1e-05,2,11110.999999987447,0.5000225012375681
491,"441, 32",PYLORIC OBSTRUCTION,ABDOMEN DISTENTION,1e-05,2,1010.0909090906741,0.9000891097129587
492,"441, 1127",PYLORIC OBSTRUCTION,DEHYDRATION,1e-05,3,1010.0909090906741,0.9000891097129587
493,"441, 3060",PYLORIC OBSTRUCTION,PRESSURE ARTERIAL SYSTOLIC 90 TO 110,1e-05,2,,
494,"441, 423",PYLORIC OBSTRUCTION,BICARBONATE SERUM GTR THAN 30,1e-05,3,1010.0909090906741,0.9000891097129587
495,"441, 930",PYLORIC OBSTRUCTION,CHLORIDE SERUM DECREASED,1e-05,3,1010.0909090906741,0.9000891097129587
496,"441, 3032",PYLORIC OBSTRUCTION,POTASSIUM SERUM DECREASED,1e-05,4,1010.0909090906741,0.9000891097129587
497,"441, 3539",PYLORIC OBSTRUCTION,SODIUM SERUM DECREASED,1e-05,3,1010.0909090906741,0.9000891097129587
498,"441, 2921",PYLORIC OBSTRUCTION,PH BLOOD ARTERIAL GTR THAN 7:5,1e-05,4,1010.0909090861431,0.9900098011950438
499,"441, 57",PYLORIC OBSTRUCTION,ABDOMEN PAIN COLICKY,1e-05,3,1010.0909090906741,0.9000891097129587
500,"441, 87",PYLORIC OBSTRUCTION,ABDOMEN PAIN RELIEVED BY VOMITING,1e-05,2,299997.00000780256,0.5000008333430557
501,"441, 1029",PYLORIC OBSTRUCTION,CONSTIPATION,1e-05,1,,
502,"441, 4023",PYLORIC OBSTRUCTION,VOMITING RECURRENT SELF INDUCED,1e-05,2,11110.999999960035,0.900008100153903
503,"441, 3732",PYLORIC OBSTRUCTION,STOMACH SUCCUSSION SPLASH,1e-05,2,299997.00000780256,0.5000008333430557
504,"441, 3733",PYLORIC OBSTRUCTION,STOMACH VISIBLE PERISTALSIS,1e-05,4,899991.0000833585,0.5000002777807099
505,"441, 2923",PYLORIC OBSTRUCTION,PH URINE GTR THAN 7,1e-05,1,1010.0909090906741,0.9000891097129587
506,"441, 164",PYLORIC OBSTRUCTION,ABDOMEN XRAY PNEUMATOSIS CYSTOIDES INTESTINALIS,1e-05,3,299996.99958814663,0.9900000330003311
507,"441, 2112",PYLORIC OBSTRUCTION,KETONE <S> PLASMA INCREASED,1e-05,3,1010.0909090906741,0.9000891097129587
508,"441, 3697",PYLORIC OBSTRUCTION,STOMACH ASPIRATE GASTRIC RETENTION,1e-05,3,299996.99999781075,0.0
509,"441, 3700",PYLORIC OBSTRUCTION,STOMACH BARIUM MEAL DILATED ATONIC,1e-05,5,899990.9999634568,0.25000020833559033
510,"441, 3704",PYLORIC OBSTRUCTION,STOMACH BARIUM MEAL GASTRIC RETENTION,1e-05,2,299996.99999781075,0.0
511,"441, 3710",PYLORIC OBSTRUCTION,STOMACH BARIUM MEAL PYLORIC OBSTRUCTION,1e-05,5,inf,0.0
512,"188, 59",GASTRIC LYMPHOMA,ABDOMEN PAIN EPIGASTRIUM RECURRENT ATTACK <S> HX,1e-05,2,1010.0909090906741,0.9000891097129587
513,"188, 198",GASTRIC LYMPHOMA,AGE 16 TO 25,1e-05,3,,
514,"188, 199",GASTRIC LYMPHOMA,AGE 26 TO 55,1e-05,3,,
515,"188, 200",GASTRIC LYMPHOMA,AGE GTR THAN 55,1e-05,3,,
516,"188, 1889",GASTRIC LYMPHOMA,HEMATEMESIS HX,1e-05,3,1010.0909090906741,0.9000891097129587
517,"188, 3304",GASTRIC LYMPHOMA,SEX FEMALE,1e-05,3,,
518,"188, 3305",GASTRIC LYMPHOMA,SEX MALE,1e-05,3,,
519,"188, 4061",GASTRIC LYMPHOMA,WEIGHT LOSS GTR THAN 10 PERCENT,1e-05,3,,
520,"188, 56",GASTRIC LYMPHOMA,ABDOMEN PAIN CHRONIC,1e-05,3,1010.0909090909007,0.5002476250506506
521,"188, 58",GASTRIC LYMPHOMA,ABDOMEN PAIN EPIGASTRIUM,1e-05,3,1010.0909090909762,0.250185764788003
522,"188, 60",GASTRIC LYMPHOMA,ABDOMEN PAIN EPIGASTRIUM RELIEVED BY ANTACID,1e-05,2,1010.0909090906741,0.9000891097129587
523,"188, 61",GASTRIC LYMPHOMA,ABDOMEN PAIN EPIGASTRIUM RELIEVED BY FOOD,1e-05,2,1010.0909090906741,0.9000891097129587
524,"188, 75",GASTRIC LYMPHOMA,ABDOMEN PAIN NON COLICKY,1e-05,3,1010.0909090909007,0.5002476250506506
525,"188, 77",GASTRIC LYMPHOMA,ABDOMEN PAIN PERIUMBILICAL,1e-05,3,1010.0909090906741,0.9000891097129587
526,"188, 78",GASTRIC LYMPHOMA,ABDOMEN PAIN PRESENT,1e-05,2,,
527,"188, 85",GASTRIC LYMPHOMA,ABDOMEN PAIN RELIEVED BY FASTING,1e-05,2,1010.0909090861431,0.9900098011950438
528,"188, 89",GASTRIC LYMPHOMA,ABDOMEN PAIN RIGHT UPPER QUADRANT,1e-05,3,1010.0909090906741,0.9000891097129587
529,"188, 92",GASTRIC LYMPHOMA,ABDOMEN PAIN SEVERE,1e-05,3,1010.0909090906741,0.9000891097129587
530,"188, 248",GASTRIC LYMPHOMA,ANOREXIA,1e-05,1,,
531,"188, 4022",GASTRIC LYMPHOMA,VOMITING RECENT,1e-05,2,,
532,"188, 102",GASTRIC LYMPHOMA,ABDOMEN TENDERNESS EPIGASTRIUM <NON HEPATIC>,1e-05,3,1010.0909090906741,0.9000891097129587
533,"188, 108",GASTRIC LYMPHOMA,ABDOMEN TENDERNESS PRESENT,1e-05,2,,
534,"188, 1512",GASTRIC LYMPHOMA,FECES GUAIAC TEST POSITIVE,1e-05,3,1010.0909090909762,0.250185764788003
535,"188, 1172",GASTRIC LYMPHOMA,DUODENAL BULB BARIUM MEAL DEFORMITY,1e-05,2,1010.0909090906741,0.9000891097129587
536,"188, 3699",GASTRIC LYMPHOMA,STOMACH BARIUM MEAL DEFORMITY ANTRUM,1e-05,4,1010.0909090906741,0.9000891097129587
537,"188, 3711",GASTRIC LYMPHOMA,STOMACH BARIUM MEAL RUGAE ENLARGED,1e-05,3,11110.999999960035,0.900008100153903
538,"188, 3712",GASTRIC LYMPHOMA,STOMACH BARIUM MEAL ULCER CRATER <S>,1e-05,4,1010.0909090909007,0.5002476250506506
539,"188, 3720",GASTRIC LYMPHOMA,STOMACH ENDOSCOPY DIFFUSE INFLAMMATION,1e-05,2,1010.0909090906741,0.9000891097129587
540,"188, 3731",GASTRIC LYMPHOMA,STOMACH ENDOSCOPY ULCER CRATER <S>,1e-05,4,1010.0909090909007,0.5002476250506506
541,"188, 63",GASTRIC LYMPHOMA,ABDOMEN PAIN EPIGASTRIUM UNRELIEVED BY ANTACID,1e-05,3,1010.0909090906741,0.9000891097129587
542,"188, 68",GASTRIC LYMPHOMA,ABDOMEN PAIN EXACERBATION WITH FOOD,1e-05,2,1010.0909090906741,0.9000891097129587
543,"188, 74",GASTRIC LYMPHOMA,ABDOMEN PAIN LEFT UPPER QUADRANT,1e-05,3,1010.0909090906741,0.9000891097129587
544,"188, 79",GASTRIC LYMPHOMA,ABDOMEN PAIN RADIATING TO BACK,1e-05,3,1010.0909090861431,0.9900098011950438
545,"188, 43",GASTRIC LYMPHOMA,ABDOMEN MASS <ES> PRESENT <NON HEPATOSPLENIC>,1e-05,4,1010.0909090906741,0.9000891097129587
546,"188, 44",GASTRIC LYMPHOMA,ABDOMEN MASS EPIGASTRIUM,1e-05,5,1010.0909090906741,0.9000891097129587
547,"188, 106",GASTRIC LYMPHOMA,ABDOMEN TENDERNESS LEFT UPPER QUADRANT,1e-05,3,1010.0909090861431,0.9900098011950438
548,"188, 1531",GASTRIC LYMPHOMA,FEVER,1e-05,4,,
549,"188, 3448",GASTRIC LYMPHOMA,SKIN PALLOR GENERALIZED,1e-05,2,,
550,"188, 3762",GASTRIC LYMPHOMA,TACHYCARDIA,1e-05,1,,
551,"188, 4019",GASTRIC LYMPHOMA,VOMITING COFFEE GROUND,1e-05,3,1010.0909090906741,0.9000891097129587
552,"188, 1254",GASTRIC LYMPHOMA,EKG SINUS TACHYCARDIA,1e-05,1,,
553,"188, 1891",GASTRIC LYMPHOMA,HEMATOCRIT BLOOD LESS THAN 35,1e-05,3,1010.0909090909007,0.5002476250506506
554,"188, 1897",GASTRIC LYMPHOMA,HEMOGLOBIN BLOOD LESS THAN 12,1e-05,3,1010.0909090909007,0.5002476250506506
555,"188, 1181",GASTRIC LYMPHOMA,DUODENUM BARIUM MEAL MUCOSAL FOLDS THICK FLAT IRREGULAR,1e-05,3,1010.0909090906741,0.9000891097129587
556,"188, 1892",GASTRIC LYMPHOMA,HEMATOCRIT BLOOD RAPID DECREASE,1e-05,5,1010.0909090906741,0.9000891097129587
557,"188, 3128",GASTRIC LYMPHOMA,RACE WHITE <CAUCASIAN>,1e-05,2,,
558,"188, 1887",GASTRIC LYMPHOMA,HEMATEMESIS AFTER FORCEFUL VOMITING,1e-05,4,1010.0909090861431,0.9900098011950438
559,"188, 1904",GASTRIC LYMPHOMA,HEMORRHAGE GASTROINTESTINAL ACUTE RECENT HX,1e-05,3,1010.0909090906741,0.9000891097129587
560,"188, 87",GASTRIC LYMPHOMA,ABDOMEN PAIN RELIEVED BY VOMITING,1e-05,2,1010.0909090906741,0.9000891097129587
561,"188, 1029",GASTRIC LYMPHOMA,CONSTIPATION,1e-05,1,,
562,"188, 1190",GASTRIC LYMPHOMA,DYSPHAGIA LIQUID <S>,1e-05,3,1010.0909090861431,0.9900098011950438
563,"188, 1192",GASTRIC LYMPHOMA,DYSPHAGIA SOLID <S>,1e-05,3,1010.0909090906741,0.9000891097129587
564,"188, 49",GASTRIC LYMPHOMA,ABDOMEN MASS LEFT UPPER QUADRANT <NON SPLENIC>,1e-05,4,1010.0909090906741,0.9000891097129587
565,"188, 1021",GASTRIC LYMPHOMA,CONJUNCTIVA AND/OR MOUTH PALLOR,1e-05,2,1010.0909090906741,0.9000891097129587
566,"188, 1280",GASTRIC LYMPHOMA,EMACIATION,1e-05,3,,
567,"188, 1495",GASTRIC LYMPHOMA,FECES BLACK TARRY,1e-05,4,1010.0909090906741,0.9000891097129587
568,"188, 1888",GASTRIC LYMPHOMA,HEMATEMESIS GROSS,1e-05,4,1010.0909090906741,0.9000891097129587
569,"188, 205",GASTRIC LYMPHOMA,ALBUMIN SERUM LESS THAN 3 GRAM <S> PER DL,1e-05,3,1010.0909090906741,0.9000891097129587
570,"188, 742",GASTRIC LYMPHOMA,CALCIUM SERUM INCREASED,1e-05,4,1010.0909090861431,0.9900098011950438
571,"188, 952",GASTRIC LYMPHOMA,CHOLESTEROL SERUM DECREASED,1e-05,3,1010.0909090906741,0.9000891097129587
572,"188, 1595",GASTRIC LYMPHOMA,GLUCOSE PLASMA FASTING LESS THAN 45,1e-05,3,1010.0909090861431,0.9900098011950438
573,"188, 3690",GASTRIC LYMPHOMA,STOMACH ACIDITY AFTER PENTAGASTRIN PH GTR THAN 6,1e-05,3,1010.0909090906741,0.9000891097129587
574,"188, 3696",GASTRIC LYMPHOMA,STOMACH ASPIRATE MALIGNANT NEOPLASTIC CELL <S>,1e-05,5,11110.999999960035,0.900008100153903
575,"188, 3698",GASTRIC LYMPHOMA,STOMACH ASPIRATE GROSS BLOOD,1e-05,3,1010.0909090906741,0.9000891097129587
576,"188, 3703",GASTRIC LYMPHOMA,STOMACH BARIUM MEAL FILLING DEFECT,1e-05,4,11110.999999987447,0.5000225012375681
577,"188, 3706",GASTRIC LYMPHOMA,STOMACH BARIUM MEAL GASTRIC WALL RIGID,1e-05,4,11110.999999960035,0.900008100153903
578,"188, 3713",GASTRIC LYMPHOMA,STOMACH BARIUM MEAL ULCER CRATER <S> DEEP,1e-05,4,11110.999999987447,0.5000225012375681
579,"188, 3722",GASTRIC LYMPHOMA,STOMACH ENDOSCOPY GASTRIC WALL RIGID,1e-05,4,11110.999999960035,0.900008100153903
580,"188, 3725",GASTRIC LYMPHOMA,STOMACH ENDOSCOPY MASS,1e-05,4,11110.999999987447,0.5000225012375681
581,"188, 3728",GASTRIC LYMPHOMA,STOMACH ENDOSCOPY RUGAE ENLARGED,1e-05,3,11110.999999987447,0.5000225012375681
582,"188, 54",GASTRIC LYMPHOMA,ABDOMEN MASS RIGHT UPPER QUADRANT <NON HEPATIC>,1e-05,4,1010.0909090861431,0.9900098011950438
583,"188, 3496",GASTRIC LYMPHOMA,SKIN TEST BATTERY NON REACTIVE,1e-05,3,1010.0909090906741,0.9000891097129587
584,"188, 3717",GASTRIC LYMPHOMA,STOMACH ENDOSCOPY BIOPSY LYMPHOMA,1e-05,5,inf,0.25
585,"616, 59",ANISAKIASIS,ABDOMEN PAIN EPIGASTRIUM RECURRENT ATTACK <S> HX,1e-06,2,10101.000000011058,0.5000247512499381
586,"616, 198",ANISAKIASIS,AGE 16 TO 25,1e-06,3,,
587,"616, 199",ANISAKIASIS,AGE 26 TO 55,1e-06,3,,
588,"616, 200",ANISAKIASIS,AGE GTR THAN 55,1e-06,3,,
589,"616, 3304",ANISAKIASIS,SEX FEMALE,1e-06,3,,
590,"616, 3305",ANISAKIASIS,SEX MALE,1e-06,3,,
591,"616, 58",ANISAKIASIS,ABDOMEN PAIN EPIGASTRIUM,1e-06,3,10101.000000011058,0.5000247512499381
592,"616, 75",ANISAKIASIS,ABDOMEN PAIN NON COLICKY,1e-06,3,10101.000000011058,0.5000247512499381
593,"616, 78",ANISAKIASIS,ABDOMEN PAIN PRESENT,1e-06,2,,
594,"616, 88",ANISAKIASIS,ABDOMEN PAIN RIGHT LOWER QUADRANT,1e-06,3,10101.000000033713,0.90000891009712
595,"616, 89",ANISAKIASIS,ABDOMEN PAIN RIGHT UPPER QUADRANT,1e-06,3,10101.000000033713,0.90000891009712
596,"616, 4022",ANISAKIASIS,VOMITING RECENT,1e-06,2,,
597,"616, 102",ANISAKIASIS,ABDOMEN TENDERNESS EPIGASTRIUM <NON HEPATIC>,1e-06,3,10101.000000033713,0.90000891009712
598,"616, 108",ANISAKIASIS,ABDOMEN TENDERNESS PRESENT,1e-06,2,,
599,"616, 1512",ANISAKIASIS,FECES GUAIAC TEST POSITIVE,1e-06,3,10101.000000011058,0.5000247512499381
600,"616, 3711",ANISAKIASIS,STOMACH BARIUM MEAL RUGAE ENLARGED,1e-06,3,10101.000000033713,0.90000891009712
601,"616, 55",ANISAKIASIS,ABDOMEN PAIN ACUTE,1e-06,3,10100.999999995955,0.2500185638969333
602,"616, 73",ANISAKIASIS,ABDOMEN PAIN LEFT LOWER QUADRANT,1e-06,3,10101.000000033713,0.90000891009712
603,"616, 74",ANISAKIASIS,ABDOMEN PAIN LEFT UPPER QUADRANT,1e-06,3,10101.000000033713,0.90000891009712
604,"616, 32",ANISAKIASIS,ABDOMEN DISTENTION,1e-06,2,10101.000000373542,0.9900009801019504
605,"616, 43",ANISAKIASIS,ABDOMEN MASS <ES> PRESENT <NON HEPATOSPLENIC>,1e-06,4,10101.000000373542,0.9900009801019504
606,"616, 105",ANISAKIASIS,ABDOMEN TENDERNESS LEFT LOWER QUADRANT,1e-06,3,10101.000000373542,0.9900009801019504
607,"616, 110",ANISAKIASIS,ABDOMEN TENDERNESS REBOUND LOCALIZED,1e-06,3,10101.000000033713,0.90000891009712
608,"616, 111",ANISAKIASIS,ABDOMEN TENDERNESS RIGHT LOWER QUADRANT,1e-06,3,10101.000000373542,0.9900009801019504
609,"616, 112",ANISAKIASIS,ABDOMEN TENDERNESS RIGHT UPPER QUADRANT <NON HEPATIC>,1e-06,3,10101.000000373542,0.9900009801019504
610,"616, 1531",ANISAKIASIS,FEVER,1e-06,4,,
611,"616, 4026",ANISAKIASIS,WBC 4000 TO 13900 PERCENT NEUTROPHIL <S> INCREASED,1e-06,2,,
612,"616, 4033",ANISAKIASIS,WBC EOSINOPHIL <S> GTR THAN 400,1e-06,2,10101.000000033713,0.90000891009712
613,"616, 57",ANISAKIASIS,ABDOMEN PAIN COLICKY,1e-06,3,10101.000000033713,0.90000891009712
614,"616, 3703",ANISAKIASIS,STOMACH BARIUM MEAL FILLING DEFECT,1e-06,4,10101.000000373542,0.9900009801019504
615,"616, 3725",ANISAKIASIS,STOMACH ENDOSCOPY MASS,1e-06,4,10101.000000033713,0.90000891009712
616,"616, 3728",ANISAKIASIS,STOMACH ENDOSCOPY RUGAE ENLARGED,1e-06,3,10101.000000033713,0.90000891009712
617,"616, 54",ANISAKIASIS,ABDOMEN MASS RIGHT UPPER QUADRANT <NON HEPATIC>,1e-06,4,10101.000000373542,0.9900009801019504
618,"616, 4494",ANISAKIASIS,DIET RAW FISH INGESTION RECENT HX,1e-06,2,10100.999999995955,0.2500185638969333
619,"616, 4495",ANISAKIASIS,ONSET WINTER OR SPRING SEASON,1e-06,1,,
620,"616, 4496",ANISAKIASIS,PASSAGE OF WHITE ROUNDWORM <S> FROM MOUTH AND/OR NARES HX,1e-06,3,10101.000000373542,0.9900009801019504
621,"616, 1150",ANISAKIASIS,DIARRHEA ACUTE,1e-06,2,10101.000000373542,0.9900009801019504
622,"616, 1154",ANISAKIASIS,DIARRHEA INTERMITTENT,1e-06,3,10101.000000373542,0.9900009801019504
623,"616, 53",ANISAKIASIS,ABDOMEN MASS RIGHT LOWER QUADRANT,1e-06,5,10101.000000373542,0.9900009801019504
624,"616, 1050",ANISAKIASIS,COUGH,1e-06,2,10101.000000373542,0.9900009801019504
625,"616, 3501",ANISAKIASIS,SKIN URTICARIA,1e-06,2,10101.000000373542,0.9900009801019504
626,"616, 980",ANISAKIASIS,COLON BARIUM ENEMA FILLING DEFECT ILEOCECAL VALVE AREA,1e-06,3,10101.000000033713,0.90000891009712
